split,source_image,source_annotation,dataset_image,dataset_label
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\inova-analog_single.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\inova-analog_single.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00016.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00016.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\analogueclock.png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\analogueclock.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00017.png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00017.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\flex-analogue-clock-image.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\flex-analogue-clock-image.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00018.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00018.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\bronze-la-crosse-technology-wall-clocks-404-2658-64_600.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\bronze-la-crosse-technology-wall-clocks-404-2658-64_600.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00019.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00019.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (1).jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (1).ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00020.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00020.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (2).jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (2).ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00021.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00021.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (21).png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (21).ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00022.png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00022.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (25).png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\download (25).ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00023.png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00023.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\1531425-21.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\1531425-21.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00024.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00024.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\checkmark2-light.png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\checkmark2-light.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00025.png,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00025.txt
test,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\screen_shot_2015-08-01_at_1.06.39_am_164341.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\analog_clock\data\from_internet\screen_shot_2015-08-01_at_1.06.39_am_164341.ann.json,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\images\test\test_00026.jpg,C:\Users\danie\Desktop\DS\Degree\projects\Advanced_topics_in_DS\Clock-Recognition-And-Manipulation-DL\ac_hands_ft\dataset\labels\test\test_00026.txt
